Company Name,Location,Description,Website,Reason for Failure
Swaptree Inc.,"Boston, Massachusetts, United States","Swaptree is a website that allows users to trade books, CDs, DVDs and video games with other users for free.",www.swaptree.com,
Sweatcoin,"London, England, United Kingdom",Sweatcoin is a digital currency backed by economic value of physical movement.,sweatco.in,
Switchcam,"San Francisco, California, United States","Switchcam enables video production by helping users organize a camera crew, collect footage and publish the result online in real-time.",switchcam.com,
Symbolic IO Corporation,"Holmdel, New Jersey, United States",Symbolic IO is the first computational defined storage solution solely focused on advanced computational algorithmic compute engine.,www.symbolicio.com,
Symplified,"Boulder, Colorado, United States",Symplified is Identity-as-a-Service-based hybrid platform offering user access to applications and helping meet compliance requirements.,www.symplified.com,
Syndexa Pharmaceuticals,"Watertown, Massachusetts, United States",Syndexa Pharmaceuticals develops drugs to treat metabolic diseases.,www.syndexa.com,
Tabula,"Santa Clara, California, United States","Tabula was a semiconductor manufacturing company developing devices for programmable logic, memory and signal processing applications.",www.tabula.com,
Tackk,"San Mateo, California, United States","Tackk is a place to connect with friends, be creative and have fun conversations.",tackk.com,
Take Eat Easy,"Uccle, Brussels Hoofdstedelijk Gewest, Belgium",The best restaurants in Paris delivered to your door.,takeeateasy.fr,"One of the main problems that TakeEatEasy, as many other startups in the sector, experienced was related to capital and profit. For one, the food delivery business is especially cash demanding. The contribution margin they were able to make was not high enough to cover the fixed operational costs and the company was not able to raise a third round of funding that would have added up to the existing capital and push them till the break-even point. After signing a financing term sheet with a French state-owned logistics group, their board rejected the deal and withdrawn their offer leaving the company without a backup plan.

The competition was another factor as they were up against direct competitors of the likes of Deliveroo, UberEATS and Delivery Hero’s Foodora. In addition to that, one of their main investors ended up acquiring and aggressively investing in a direct competitor. Rocket Internet, who was the main competitor to TakeEatEasy, also invested in Delivery Hero’s Foodora. Rocket internet now owned two direct competitors to TakeEatEasy, which didn’t leave space for a balanced competition. The company tried sourcing for investors but the competitive market failed them and VCs turned them down.

‍Read more on:
https://techcrunch.com/2016/07/26/european-restaurant-delivery-startup-take-eat-easy-ceases-trading-as-it-tries-to-find-a-buyer/
https://medium.com/@adrienroose/from-0-to-1-000-000-to-ecb4e2f863c7
https://www.crunchbase.com/organization/take-eat-easy"
Talent Sonar,"Seattle, Washington, United States",TalentSonar Enables Blind Resume Review To Remove Unconscious Bias From Recruiting,www.talentsonar.com,
Tapiture,"Santa Monica, California, United States",Tapiture is a social discovery marketplace,tapiture.com,
Taskbob,"Mumbai, Maharashtra, India","Taskbob facilitate's instant, high-quality home services for customers, while driving higher productivity for servicemen.",taskbob.com/,
Tastemaker,"San Francisco, California, United States","Tastemaker connects home and restaurant owners, and interior decorators.",www.tastemaker.com,
TastyKhana,"Pune, Maharashtra, India",TastyKhana.com is an online food ordering platform enabling individuals to get food delivered to their doorstep.,tastykhana.in,
TaxiForSure.com,"Bangalore, Karnataka, India","TaxiForSure is an aggregator of car rentals and taxis for customers to get an easily accessible, safe, and reliable taxi ride.",www.taxiforsure.com,
tbh,"Oakland, California, United States","tbh is an app for giving anonymous, positive feedback to friends.",tbhtime.com/,
TechShop,"Menlo Park, California, United States","TechShop, a membership-based workshop, provides members with access to equipment, instructions and a community of like-minded people.",techshop.ws,
Teem,"Salt Lake City, Utah, United States",Salt Lake City based iOS Development Studio.,enderlabs.com,
Teforia Company,"Mountain View, California, United States",Tea Experience for the Modern World,teforia.com,"The first reason why Teforia was deemed to fail despite the substantial capital it raised was the absence of market fit for the product. Even if tea enthusiast were so particular about their tea they would have thought twice about spending a $1K on a tea making machine. The problem was also the fact that according to some reviews the tea didn’t taste better than that made in the traditional manner. The accompanying sets of cups were also delicate and high maintenance, which defeated the stated purpose the app of making the tea ritual more convenient and enjoyable. The company claimed that people were not ready nor ‘learned’ enough to appreciate the fine details that made the product so needed.

It is also plausible to think that people became skeptic of smart kitchen products when, during the same period, a similarly high-priced machine that pressed vegetable to make the ‘perfect glass of fresh juice’, the Juicero, was publicly shown to be perfectly useless.

Read more on:
https://techcrunch.com/2017/10/27/1000-tea-infuser-startup-teforia-shuts-down/
http://helloteacup.com/2017/10/30/10-reasons-teforia-failed-goes-under/
https://www.crunchbase.com/organization/teforia"
Tello Applications,"Palo Alto, California, United States",Tello (now closed) helped improve customer service by providing real-time insight into the customer experience.,www.tello.com,
Telltale Games,"San Rafael, California, United States",Telltale develops and publishes interactive episodic video game series on a monthly schedule.,telltale.com/,"Read more on:
https://www.forbes.com/sites/maryjuetten/2018/12/18/failed-startups-telltale-games/#6a1489176a84 - Failed Startups: Telltale Games"
Telormedix,"Bioggio, Ticino, Switzerland",Telormedix is a biopharmaceutical company developing therapeutics based on targeted immunity for cancer and autoimmune diseases.,www.telormedix.com,
Tempo Payments,"San Mateo, California, United States",Tempo Payments provides innovative payment technology solutions for issuers and affinity partners.,tempo.com,
TempoDB,"Chicago, Illinois, United States",TempoDB is a timeseries database platform.,tempo-db.com,
TenderTree,"San Francisco, California, United States",TenderTree is a platform for finding in-home caregivers for patients and the elderly.,www.tendertree.com,
TernPro,"Detroit, Michigan, United States",A technology and services company helping businesses produce content. Slope is our leading product.,ternpro.com/,
Tethys BioScience,"Emeryville, California, United States",Tethys BioScience develops and commercializes biological markers for use in the diagnosis of metabolic diseases.,www.tethysbio.com,
Thai lottery,—,Thai lottery result & Thai Lottery tips,thailandlotteryresult.org/,
The Alpha Labs Inc,"Palo Alto, California, United States",The Alpha Labs offers Alpha Glass which is world's first casual AR smartglasses for dailylife,www.thealphalabs.com,
The Daily Hundred,"Tampa, Florida, United States",The Daily Hundred is a web app allowing businesses to reward customers by encouraging micro-level brand advocacy and product endorsements.,dailyhundred.com,
The DAO,"London, England, United Kingdom",The DAO is a digital decentralized autonomous organization and a form of investor-directed venture capital fund.,daohub.org/,
The Happy Home Company,"San Jose, California, United States","The Happy Home Company provides personal home management that includes home improvement, maintenance and repair.",www.thehappyhome.co,"Read more on:
https://techcrunch.com/2016/11/04/the-happy-home-company-shuts-down-team-members-move-to-google/
"
The Runthrough,"New York, New York, United States",TheRunthrough is a global online showroom where brands can showcase their collections to a curated group of influential media.,www.therunthrough.com,
Theranos,"Palo Alto, California, United States",Theranos was a consumer healthcare technology company.,www.theranos.com,"Elizabeth Holmes was a real sensation in the media, often featured on the covers of various business magazines and lists of top executives and innovators. On top of this, she was also honored with an interview with former US President Bill Clinton. During these media opportunities, Holmes stated that Theranos’ goal was to give people the power to have critical health information at the time it mattered and that she wanted to create a world in which no one ever had to say the phrase ""if only I had known sooner."" 

However, despite this ambitious goal, in October of 2015, when investigative reporter John Carreyrou of The Wall Street Journal questioned the validity of Theranos' technology, Holmes and her company started slipping into hotter and hotter water. The company soon found itself facing legal and commercial challenges from medical authorities and investors. The U.S. Securities and Exchange Commission (SEC), Centers for Medicare and Medicaid Services (CMS), state attorney generals, former business partners, and former patients among other parties got involved in uncovering the fraud and by June of 2016, it was estimated that Holmes's personal net worth had dropped from $4.5 billion to virtually nothing following Holmes’ charging of wire fraud, among a list of other accusations. Soon after this, in September 2018, Theranos ceased operations. 

So what exactly happened here? Why did it take over a decade to expose this company? 

The story begins much earlier in 2002 when Elizabeth Holmes arrived at Stanford University with her breakthrough ideas. Holmes wanted to build a patch that would scan the wearer for infections and through its results, release the necessary antibiotics a patient needed. However, Dr. Phyllis Gardner, Holmes’ professor, tried to explain to her that the antibiotics Holmes wanted to use needed to be given at higher doses than a patch could deliver and that her idea would be difficult to implement. Undeterred, Holmes went on to drop out of Stanford University in 2003 at the age of 19 to start Theranos, then called Real-Time Cures under the disproven premise. As John Carreyrou points out in his thrilling non-fiction masterpiece, Bad Blood, Holmes had an unusual obsession with Steve Jobs that manifested in an obsessive copying of Job’s dressing style and making her employees read his books. Holmes had also infamously claimed that her device would soon be the “iPod of healthcare.” This “Apple complex” that Holmes possessed also led her to spy on her employees and demanded absolute loyalty from them.  

As Holmes’ scaled Theranos up and members of the team inevitably found out about the fabled, fraudulent technology, as the company scaled up operations, various early. ""disgruntled employees"" were fired, threatened, and sued for trying to expose the reliability of the technology that Holmes claimed as revolutionary. The fraud was exposed when a former employee during the peak years of the company, Tyler Shultz, had attempted to bring concerns about the company's activities to his management, and when that had failed, he had spoken to Carreyrou and under an alias, reported the company to the New York State Department of Health. Despite ardent efforts by Holmes trying to get Rupert Murdoch to shut down the story that Carreyrou published on her, everything came crumbling downhill for what’s gone down as possibly one of the biggest frauds ever in the healthcare industry. 

Read more on:
https://www.businessinsider.com/the-history-of-silicon-valley-unicorn-theranos-and-ceo-elizabeth-holmes-2018-5
https://www.nytimes.com/2018/09/05/health/theranos-shutting-down.html
https://www.theverge.com/2018/9/5/17822680/theranos-shutdown-elizabeth-holmes-blood-test-health-science
https://www.wsj.com/articles/blood-testing-firm-theranos-to-dissolve-1536115130"
Think Global,"Oslo, Oslo, Norway",Think Global is an electric car manufacturing company developing and producing urban mobility solutions.,www.think.no,
Threadflip,"San Francisco, California, United States","Threadflip is an online destination for selling and buying clothes for women, creating a peer-to-peer shopping experience.",www.threadflip.com,
Thumb,"New York, New York, United States",Thumb is a tool for giving and receiving opinions in real-time.,www.thumb.it,
Ticketfly,"San Francisco, California, United States","Ticketfly, a subsidiary of Eventbrite, is a technology company reimagining how fans and promoters experience live events.",www.ticketfly.com,
Ticketure,"Seattle, Washington, United States",ACQUIRED BY TIXTRACK.,www.ticketure.com/,
Timeful,"Mountain View, California, United States",Timeful is a technology company dedicated to reinventing the way that people manage their most precious resource: time.,www.timeful.com,
Tinitell,"Stockholm, Stockholms Lan, Sweden",Tinitell is a technology company that is focused on the development of smart communication devices.,www.tinitell.com/,
TinyOwl Technology,"Mumbai, Maharashtra, India",TinyOwl Technology Pvt Ltd is producing a mobile food ordering app.,tinyowl.com/,
TinyRx,"San Francisco, California, United States",On-Demand Prescription Delivery,www.tinyrx.com,
Tiply,"Phoenix, Arizona, United States",Tip.ly is a P2P mobile payment application.,www.tip.ly,
tok tok tok,"Paris, Ile-de-France, France","Tok Tok Tok, a French startup that’s tackling a similar problem to U.S.-based Postmates — having somebody shop on your behalf and deliver",toktoktok.com,
Tomfoolery,"San Francisco, California, United States","Tomfoolery is a mobile app lab that provides a conversation platform, Anchor, to share and communicate with colleagues.",www.tomfoolery.com,
Tooler,"Delhi, Delhi, India",Wash and Iron services on demand at your doorstep,www.tooler.in/,
Top10,"London, England, United Kingdom",Top10 is the new way to find your perfect hotel faster,top10.com,
TopSchool,"Denver, Colorado, United States","TopSchool offers a student lifecycle management system that enables students to enroll, schedule, communicate, track and report.",www.topschoolinc.com,
Topsy Labs,"San Francisco, California, United States","Topsy, a social analytics company, provides instant answers to critical business questions via real-time analysis of public conversations.",www.topsy.com,
Torch,"Chattanooga, Tennessee, United States",We’re on a mission to make the internet a wonderful place for our kids to grow up.,www.mytorch.com,
Total Immersion,"Suresnes, Ile-de-France, France",Total Immersion offers a commercial augmented reality platform that integrates real time interactive 3D graphics into a live video stream.,www.t-immersion.com,
Totsy,"New York, New York, United States","Totsy is an e-commerce platform selling prenatal care products and top brands for moms, babies and children.",www.totsy.com,"Ever-changing circumstances were involved for the most part in the collapse of this online retailer of high-quality and branded apparel that had a luminous moment in unstable financial times.

In order to cope with the recession and maintain their position above the margin, manufacturers started to sell their stored products at heavily discounted prices, this provided online flash sell companies with the perfect momentum to rise and thrive. Once the economy started improving, though, and customers regained their purchasing power, flash sales marketplaces started seeing a steady decrease in sales. At the same time, luxury brands rapidly recovered from the previous economic crisis and continued once again to produce their high-end product. Manufacturers decided to not let their high-end brands sell for bargain prices anymore and abandoned the idea of participating in flash sales in order to maintain their reputation and stable income. This meant that flash sales lost their core attractiveness and became generally obsolete. The momentum ended and so did the future of the company.

‍Read more on:
https://pando.com/2013/05/22/totsy-burns-through-34-million-lays-off-its-83-employees-selling-assets/
https://www.retaildive.com/news/why-the-flash-sale-boom-may-be-overand-whats-next/396546/
https://www.crunchbase.com/organization/totsy"
TOTUS Solutions,"Carrollton, Texas, United States",Totus-Solutions manufactures and markets outdoor lighting-based security platforms for security grid solutions.,totus-solutions.com,
Trace Live Network,"Venice, California, United States",Trace Live Network is a camera company that offers visually-intelligent cameras and a platform to share live-action footage.,www.trace.com/,
Trada,"Boulder, Colorado, United States","Trada is a performance-based paid search solution for companies advertising on Google, Yahoo and Bing.",trada.com,
Tradehill,"San Francisco, California, United States",Tradehill is a virtual currency exchange platform specializing in bitcoin and Ripple transactions.,www.tradehill.com,
trakkies™,"Amsterdam, Noord-Holland, The Netherlands",trakkies international is an intelligence platform that provides products and services designed for human-centered relationships.,www.trakkies.com,
Transatomic Power Corporation,"Cambridge, Massachusetts, United States",Transatomic Power Corporation is a nuclear reactor design company offering a waste-annihilating molten salt reactor (WAMSR).,transatomicpower.com,
Transpose,"Seattle, Washington, United States","A smart workspace for businesses to manage projects, data, assignments and more -- all on one structured platform.",transpose.com/,"Transpose operated for about two years before shutting down on December 9th, 2016 citing the inability to generate enough revenue to sustain the business as one of the main culprits. Although no further details were divulged following such closure, the company probably failed in its marketing strategy and product placement. Another possible reason for low revenue generation could have been the company's product pricing strategy which might have not resonate well with its initial clients that had originally used the app as an alternative to Evernote.

Read more on:
https://www.geekwire.com/2015/transpose-focuses-on-business-customers-starts-charging-for-its-information-management-platform/
http://gotranspose.com/blog/transpose-is-shutting-down/
https://www.crunchbase.com/organization/transpose"
TravelBird,"Amsterdam, Noord-Holland, The Netherlands",TravelBird is an online travel platform that offers competitively priced holiday deals.,www.travelbird.com,
TRAVO,"Torrance, California, United States",TRAVO is the easiest way to plan and book business travel.,www.travo.com/,
Travora Networks,"New York, New York, United States",Travora is an ad network that offers data insights and advertisers' data profiles for audience segmentation across multiple devices.,www.travoranetworks.com,
TreVia Digital Health,"Overland Park, Kansas, United States","TreVia is a health care company that provides cutting-edge technology solutions to the diabetes care industry,",treviadigitalhealth.com,
Triangulate,"Palo Alto, California, United States","Triangulate develops profile matching platforms for social networks, enabling users to associate with other users with similar profiles.",www.triangulatecorp.com,
Tribe,"San Francisco, California, United States",Tribe is a live multiplayer gaming platform.,tribe.pm/,
Tripda,"New York, New York, United States","Tripda is a long distance ride sharing platform that connects passengers and drivers in a simple, cool and environmentally-friendly way!.",www.tripda.com,
Tripl,"New York, New York, United States",Tripl is a social platform that connects travelers and provides them with updates in the travel field.,tripl.com,
Triptrotting,"San Francisco, California, United States",Triptrotting is a venture backed travel company that matches travelers and locals based on similar interests.,www.getwist.com,
TrustEgg,"Temecula, California, United States",TrustEgg is a child savings product that combines the security of a trust fund with the power of social networks.,www.trustegg.com,
tsu,"New York, New York, United States",Tsu is a social platform that rewards all users for their original content and network. It's your content. Own it.,www.tsu.co/,
"TurnHere, Inc.","Emeryville, California, United States",TurnHere has developed a platform enabling freelance filmmakers and photographers to distribute and commercialize their work.,www.turnhere.com,
turntable.fm,"New York, New York, United States",Turntable.fm brings the social value of music to the digital music experience by letting people experience and discover music together.,turntable.fm,"The company shut down its services two and half years after its promising launch in order to conserve its remaining venture capital to focus on the live version of their startup. The cost of running this music service proved to be too expensive and was not financially viable for them. Turntable.fm decided to play licensed music which proved to have drained their time and capital. Although the platform originally raised $7.5 million as soon as they started to expand internationally things got out of hand. They also weren't fast enough to adapt to the new mobile era.

Read more on: 
https://www.theverge.com/2013/12/2/5167020/dropping-the-needle-the-life-and-death-of-turntable-fm
https://www.forbes.com/sites/quora/2013/03/28/what-killed-turntable-fm/#525ad511e4a1
https://medium.com/@billychasen/shutting-down-7958dae1d27b
https://en.wikipedia.org/wiki/Turntable.fm
https://www.crunchbase.com/organization/turntable-fm"
Tushky,"Gurgaon, Haryana, India",Tushky is an online marketplace for users to discover and book leisure activities in India.,Tushky.com,
Twelvefold,"New York, New York, United States",Twelvefold is a marketing company that identifies and targets specific consumers for their clients products and services.,www.twelvefold.com,
Twist,"San Francisco, California, United States",Twist is an iOS and Android app that messages users' pre-determined contacts of their location and estimated time of arrival in real-time.,—,
Tyche,"New York, New York, United States",Tyche discovers new information to help insurers make smart decisions about the risks they insure.,www.tycherisk.co,
Tyto Life,"Burlingame, California, United States",Tyto Life LLC is a stealth silicon valley company,www.tyto.com/,
Ubidyne,"Scottsdale, Arizona, United States","Ubidyne (Acquired by Kathrein 2013) develops dynamic active antenna technology, ASICS, software, and system-level architectures.",www.ubidyne.com,
umano,"Athens, Georgia, United States",umano is an experiential shopping platform with a social mission.,umano.com,
Unirisx,"Wilmington, Delaware, United States","Unirisx enables insurers, brokers and intermediaries to launch, distribute and manage insurance products using the latest technology.",www.unirisx.com,
Unlockd,"London, England, United Kingdom","Unlockd is a mobile platform that rewards consumers when they unlock their digital device and view targeted ads, content or offers",www.unlockd.com,
Unoceros,"Kirkland, Washington, United States",Unoceros is a company that provides cellphone users with the ability to turn their cellphones into a computing network.,www.unoceros.com,
UpDroid,"San Mateo, California, United States",UpDroid is a technology startup with the vision to jump-start the personal robotics industry.,alphalem.com/,
Vadio,"Portland, Oregon, United States",Vadio is a dynamic audio / video player for audio streaming platforms,vadio.com,
Valet Anywhere (VA),"New York, New York, United States","VA is parking real estate re-imagined. VA takes a car from $$$ real estate (RE) and valet park in $ RE, saving customer thousands a year.",www.valetanywhere.com/,
Vamo,"Seattle, Washington, United States",Vamo is an event discovery platform providing users with information that help them plan vacations.,vamo.com,
Varden Labs,"Waterloo, Ontario, Canada","Varden Labs is a small, tight-knit company that's been building self-driving vehicles together for the past year.",vardenlabs.com/,
VaxInnate,"Cranbury, New Jersey, United States","VaxInnate is a vaccine company developing cures for flu, malaria, dengue, papillomavirus, and respiratory syncytial virus.",www.vaxinnate.com,
Vdyne,"Maple Grove, Minnesota, United States",Vdyne is a medical device company developing several devices including a tricuspid replacement valve and repair technology.,—,
VeliQ,"Barendrecht, Zuid-Holland, The Netherlands","VeliQ develops MobiDM, a mobility PaaS solution that makes mobile device management, security, content and application easier.",veliq.com,
VentureApp,"Boston, Massachusetts, United States",VentureApp is a chat platform for professionals in the innovation economy.,www.ventureapp.com/,
Ventus Medical,"San Jose, California, United States",Ventus Medical develops and markets products for the treatment of sleep-disordered breathing in the United States.,www.ventusmedical.com,
Verdande Technology,"Trondheim, Sor-Trondelag, Norway","Verdande Technology provides real-time case-based reasoning technology for the oil and gas, financial services and healthcare industries.",www.verdandetechnology.com,
Verdezyne,"Carlsbad, California, United States",Verdezyne is an industrial biotechnology company using biological algorithms to produce chemicals from renewable non-food sources.,www.verdezyne.com,
Vessel,"San Francisco, California, United States",Vessel is building a next generation video platform,www.vessel.com/,
Vestiage,"Newport Beach, California, United States","Vestiage, Inc. exists to cultivate healthy-aging opportunities for all men and women",www.vestiageinc.com/,
Vet on Demand,"Santa Monica, California, United States","Video chat with a licensed veterinarian anytime, anywhere.",vetondemand.com,
Via optronics,"Schwarzenbruck, Bayern, Germany",Via optronics supplies enhanced LCD displays and related solutions for the European market.,www.via-optronics.com/,
Videoo,"Miami, Florida, United States",Videoo offers a smart video player and enterprise platform for publishers to better engage audiences through interactive storytelling.,www.videoo.com,
Vidme,"Los Angeles, California, United States",Vidme is a startup video lab that makes videos for online viewing.,vid.me/,
Viirt,"Omaha, Nebraska, United States",Viirt is an on demand platform for homeowners who need a new roof.,www.viirt.com/,
Vinaya,"London, England, United Kingdom",Vinaya provides lifestyle-enhancing technology products.,www.vinaya.com/,
viperks,"Cleveland, Ohio, United States",viperks is a cloud based employee discount and appreciation platform.,viperks.net,
Vires Aeronautics,"Livermore, California, United States",VIRES Aeronautics is a wing design company that improves the flight performance of aerial vehicles.,www.viresaero.com,
Virtual Fantasy League,"Honolulu, Hawaii, United States",Virtual Fantasy League is a fantasy sports platform made for casual game lovers and sports fans.,virtualfantasyleague.com,
VIRxSYS,"Gaithersburg, Maryland, United States",VIRxSYS Corporation is a biotechnology company employing proprietary platform technologies to develop therapies for serious human diseases.,www.virxsys.com,
Visidraft,"Hyattsville, Maryland, United States",Pair is an Augmented Reality startup that develops a communications and design platform for architecture and construction work.,www.visidraft.com,
Vistara Tours,"Gurgaon, Haryana, India","Vistara Tours is a travel company that provides booking services for hotel, flight, and holidays packages.",www.vistara.tours,
VIVE Style,"New York, New York, United States","Blowout subscriptions for last-minute appointments at the best salons in New York & Chicago, starting at $65 per month.",—,
Vook,"New York, New York, United States",Vook was a self-publishing service for authors.,www.pronoun.com,
Vostu,"Buenos Aires, Distrito Federal, Argentina",Votsu develops online social games.,www.vostu.com,
Votify: Social Voting App,"Miami, Florida, United States",Votify is a photo based social voting app. Poll your friends or crowdsource votes from the Votify community.,votifyapp.com,
Vouch Financial,"San Francisco, California, United States",Vouch is bringing friend-powered finance to the lending industry. Vouch believes that you should get credit for having such good friends.,vouch.com,
Voxel8,"Somerville, Massachusetts, United States",Voxel8 is a startup company that is bringing novel materials to 3D printing.,voxel8.co,
Voyage Medical,"Redwood City, California, United States",Voyage Medical manufactures cardiac medical devices that help the treatment of atrial fibrillation.,voyagemedical.com,
Vyclone,"Venice, California, United States",Vyclone is an application that synchronizes video clips from multiple users and creates one editable film.,www.vyclone.com,
VYou,"New York, New York, United States","VYou is an app allowing its users to get advice from experts, interact with celebrities and organizations, and communicate with friends.",vyou.com,
WANTED Technologies,"New York, New York, United States",WANTED Technologies was officially acquired and integrated into CEB in November 2015.,www.wantedanalytics.com,
Wantworthy,"New York, New York, United States","Wantworthy enables online shoppers to save products they are interested in from any site, compare them, and get feedback from friends.",wantworthy.com,
Washio,"Los Angeles, California, United States","Wash.io is a wash and fold laundry service that picks up dirty laundry, cleans it, and delivers it back to its owners.",www.getwashio.com,
Wavedash Games,"Oakland, California, United States",Wavedash Games is an independent game publisher.,www.wavedash.com/,
Weave,"San Francisco, California, United States",Weave is a mobile-based professional networking application to arrange meetings and friendly discussions.,weave.in,
Webalo,"Los Angeles, California, United States",The UX Platform for the Industrial Internet,—,
WebVisible,"Playa Vista, California, United States",WebVisible is a SaaS-based company that operates in the local online advertising industry.,www.webvisible.com,
Wedo Shopping,"London, England, United Kingdom",Wedo Shopping is a London-based startup offering a selection of bedroom furniture and accessories.,wedo.co.uk,
Welkin & Meraki,"Luxembourg, Luxembourg, Luxembourg","Welkin & Meraki provides flexible serviced offices, Hot desks, co-workign, relevant events,  and meeting room space.",www.welkinmeraki.com,
Wellcoin,"Newton, Massachusetts, United States","Wellcoin is an online community enabling users, local merchants, and healthcare providers to earn Wellcoins for healthy activities.",wellcoin.com,
WeShop,"New York, New York, United States","WeShop is a consumer network in beta that facilitates communication between consumers, merchants, and vendors.",www.weshop.com,
WeSpeke,"Pittsburgh, Pennsylvania, United States","WeSpeke is an online, immersive, collaborative platform for language learning and practice and cultural exchange.",en-us.wespeke.com,
Whereable Technologies,"Charleston, South Carolina, United States",Whereable Technologies develops a wearable panic button.,whereabletech.com/,
WhiteGlove Health,"Austin, Texas, United States",WhiteGlove provides technology-enabled health and wellness services and on-site services delivered by a skilled clinical team.,—,
Whole Plants LLC,"Pennsylvania Furnace, Pennsylvania, United States",Whole Plants is a cannabis grower that also offers extraction processing and dispensaries.,www.wholeplantsllc.com,
WikiMart.ru,"Moscow, Moscow City, Russian Federation","Wikimart, an online B2C marketplace, enables Russian retailers to sell various product categories ranging from electronics to apparel.",wikimart.ru,
Wimdu,"Deutsch, Sachsen, Germany",Wimdu is a central platform connecting travelers with private accommodation hosts around the world.,www.wimdu.com,
Wink Health,"San Francisco, California, United States","Wink Health app analyzes snoring and highlights events such as peaks in loudness, pauses, chokes, and gasps.",winkhealth.com,
Wiper,"New York, New York, United States",Messaging. Entertainment.,gowiper.com,
Wire,"Seattle, Washington, United States","Wire Labs is developing a mobile messaging application called Wire, which targets the teen audience with photo and video messaging features.",wire.im,
Wiselike,"San Francisco, California, United States",The Q&A Platform For Professionals,wiselike.com/,
WISHCLOUDS,"Boca Raton, Florida, United States","WishClouds is a social shopping platform that uses purchase intent data to create significant value for retailers, brands, and advertisers.",wishclouds.com,
Wit.ai,"Palo Alto, California, United States",Wit.ai makes it easy for developers to build a Siri-like speech interface for their app or device.,www.wit.ai/,
Wonga,"London, England, United Kingdom",Wonga is an online payday lender that offers short-term personal cash loans to UK consumers.,www.wonga.com,
Worm,"London, England, United Kingdom",Worm is the first and only interactive slow motion video platform.,www.wormapp.co,
WPCS International,"Exton, Pennsylvania, United States",WPCS is a design-build engineering company that focuses on the implementation requirements of communications infrastructure.,www.wpcs.com,
Wrap Media,"San Francisco, California, United States",Wrap is a mobile storytelling and commerce platform that delivers app-like user experiences in bite-sized pieces through the mobile web,—,
Xagenic,"Toronto, Ontario, Canada","Xagenic is a molecular diagnostics company developing on-demand molecular testing, facilitating faster treatment decisions for patients.",www.xagenic.com,
XCOR Aerospace,"Mojave, California, United States","XCOR engages in the R&D, and production of reusable rocket-powered spacecrafts and engines for suborbital and orbital travel.",www.xcor.com,
Xi3,"Salt Lake City, Utah, United States","Xi3 offers computer architecture to manufacture tiny, modular and energy efficient desktop computers, servers and embedded systems.",www.xi3.com,
XOR Data Exchange,"Austin, Texas, United States","XOR is leading a data revolution by giving transparency, accountability and control back to data owners.",xor.exchange/,
Xưởng May Gia Công DOSI,"Campbell, California, United States",Forrst is a community where designers and developers can share their work and get feedback.,www.forrst.com,
Yaarlo,"Sunnyvale, California, United States",Yaarlo is a universal cash back platform that rewards users for shopping and activities related to shopping.,www.yaarlo.com,
Yallo,"Milpitas, California, United States","Cloud based smart voice network platform, enabling innovative voice services and applications.",www.yallo.com,
Yap,"Charlotte, North Carolina, United States","Yap pioneered a high accuracy, automated speech recognition platform for long duration dialogues.",www.yapme.com,
Yapert,"San Diego, California, United States","Yapert operates MyFvs, a pop culture portal for millennials.",—,
ybuy,"Beverly Hills, California, United States",ybuy is a membership club that curates gadgets and other products to let consumers try them before purchasing for themselves.,www.ybuy.com,
Yeloha,"Boston, Massachusetts, United States",Yeloha is a website where users can share solar power and be compensated for harvesting solar power.,www.yeloha.com/,
YesPath,"San Francisco, California, United States",YesPath is the Account Engagement Platform that helps sales teams reach and win big accounts.,yespath.com,
Yik Yak,"Atlanta, Georgia, United States",Yik Yak is a location-based social network that helps you connect with the people around you.,www.yikyak.com/home,"One of the main reasons that pushed the founders of Yik Yak to discontinue the application seems to be the frequent complaints about cyberbullying and harassment perpetrated through the app. Parents, feminist groups, and victims of harassments, in particular, requested schools and campuses to block the app.

Eventually, Yik Yak developers used geo-fences to block the use of the app in schools and high schools. Moreover, in an attempt to reduce the feeling of anonymity and increase accountability for the posts shared, the app tried to enforce a handle with which to identify its users. This new update only caused the number of users to decrease, and the feature was made optional.

Some argued that any platform that grants anonymity could potentially be at risk of becoming a hub for hate speech and harassment, and yet few of them actually see the prevalence of that type of behavior. The issue with Yik Yak seemed to be the fact that it was a social app based on proximity. This means that victims of any type of attack had the certainty that whoever wrote the threatening posts was physically close to them, increasing their anxiety and feeling of endangerment.

Another concern emerged when a team of researchers demonstrated that a Yik Yak user could be identified if it shared the same WiFi network of the potential attacker.

The attempted enforcement of handles, the removal of certain features, the wide coverage of news media of cyberbullying that took place through the app, security concerns, and the fact that the app stopped being relevant outside of campuses, all these factors slowly led to the decline in the use of the application and its inevitable shut down.

Read more on:
https://www.nytimes.com/2017/05/27/style/yik-yak-bullying-mary-washington.html
https://techcrunch.com/2016/12/08/fading-anonymous-social-network-yik-yak-is-reportedly-laying-off-most-of-its-employees/
https://www.fastcompany.com/40424834/how-whisper-survives-as-other-anonymous-social-apps-like-yik-yak-fail
https://en.wikipedia.org/wiki/Yik_Yak
https://www.crunchbase.com/organization/yik-yak"
Yiyao,"Guangdong, Jilin, China",111.com.cn operates as an online portal for selling pharmaceutical products.,www.111.com.cn/,
Yogome,"San Francisco, California, United States",Yogome is an EdTech company leading the way in education by providing children all over the globe with the tools to succeed.,yogome.com/,
